demand_id,Destination_State,Destination_City,opportunity_name,Origin_Lat,Origin_Lon,Destination_Lat,Destination_Lon,distance_km,distance_mean,distance_variance
130260305000001,AM,MANAUS,USF RURAL NOSSA SENHORA AUXILIADORA,-2.950607183823579,-60.09778764276603,-2.90864,-60.10369,4.686776844916834,5.602199842026777,4.710270404456305
130260305000003,AM,MANAUS,USF N 48,-2.906242085707357,-60.02947664361248,-2.94782,-60.03202,4.606254994833908,2.3317058982685164,2.839166675800366
130260305000004,AM,MANAUS,USF N 48,-2.948251835558223,-60.028956089353024,-2.94782,-60.03202,0.3439553735217711,2.3317058982685164,2.839166675800366
130260305000005,AM,MANAUS,USF N 48,-2.946605037541364,-60.028865622414806,-2.94782,-60.03202,0.37553598826653617,2.3317058982685164,2.839166675800366
130260305000006,AM,MANAUS,USF RURAL EPHIGENIO SALLES,-2.834138734581358,-59.933221300408746,-2.81462,-59.93556,2.1739299017136,6.164922663039884,7.995516971743645
130260305000008,AM,MANAUS,UBS L 21,-2.97589858996504,-59.85945339914673,-3.02304,-59.9216,8.654669141461113,1.869353782090124,4.5185087525217815
130260305000010,AM,MANAUS,UNIDADE DE APOIO RURAL JATUARANA,-3.039589239967217,-59.74928957086506,-3.05182,-59.67842,7.993340651374353,10.842823499247494,8.11955250032323
130260305000011,AM,MANAUS,UNIDADE DE APOIO RURAL JATUARANA,-2.948278721829549,-59.745970841088585,-3.05182,-59.67842,13.692306347120637,10.842823499247494,8.11955250032323
130260305000012,AM,MANAUS,UNIDADE DE APOIO RURAL TABOCAL GUAJARA,-3.0306619704365,-59.510087395871366,-3.08776,-59.56918,9.111159765589454,6.2798933027026145,4.009851858090996
130260305000016,AM,MANAUS,USF RURAL EPHIGENIO SALLES,-2.733887220920557,-59.890813798759154,-2.81462,-59.93556,10.219998853140561,6.164922663039884,7.995516971743645
130260305000019,AM,MANAUS,USF RURAL CONS ADA RODRIGUES VIANA,-2.463816280811834,-60.270504261541575,-2.61708,-60.03781,30.93363217142615,20.504185866493305,380.7448162663435
130260305000020,AM,MANAUS,USF RURAL PAU ROSA,-2.638683117075905,-60.19264931533161,-2.77784,-60.13396,16.71420158696339,8.64514564024353,15.242723746519033
130260305000021,AM,MANAUS,USF RURAL CONS ADA RODRIGUES VIANA,-2.575463229310962,-60.014580763203824,-2.61708,-60.03781,5.277310029082938,20.504185866493305,380.7448162663435
130260305000022,AM,MANAUS,USF RURAL NOSSA SENHORA DO LIVRAMENTO,-2.966001967920657,-60.210789030849874,-3.02694,-60.17967,7.574518989248388,6.78712227746305,22.38611732018124
130260305000023,AM,MANAUS,USF RURAL NOSSA SENHORA DO LIVRAMENTO,-3.030572584279401,-60.18184969691206,-3.02694,-60.17967,0.4691059285418578,6.78712227746305,22.38611732018124
130260305000024,AM,MANAUS,USF RURAL NOSSA SENHORA DE FATIMA,-3.006145096779522,-60.171592299225644,-3.02024,-60.16527,1.70971640612705,2.7182350236668147,2.850132550853141
130260305000025,AM,MANAUS,USF RURAL NOSSA SENHORA DO LIVRAMENTO,-2.967881552144007,-60.19958471507971,-3.02694,-60.17967,6.89558031152196,6.78712227746305,22.38611732018124
130260305000026,AM,MANAUS,USF RURAL PAU ROSA,-2.841233271434863,-60.12507363376824,-2.77784,-60.13396,7.079124783390905,8.64514564024353,15.242723746519033
130260305000027,AM,MANAUS,USF MJ PM SALVIO BELOTA,-2.968893400087241,-60.013989672143936,-2.98436,-60.01249,1.7183612312807055,1.115530682169245,0.30197166248041807
130260305000028,AM,MANAUS,USF MJ PM SALVIO BELOTA,-2.969118791582602,-60.008530785867904,-2.98436,-60.01249,1.7418584030291777,1.115530682169245,0.30197166248041807
130260305000029,AM,MANAUS,USF L 01,-2.933804975342828,-59.8654009647638,-3.0179,-59.92799,11.614033452150393,1.1826818075948757,5.25695999962823
130260305000030,AM,MANAUS,USF RURAL EPHIGENIO SALLES,-2.8190678447385,-59.87909511364878,-2.81462,-59.93556,6.297334004957676,6.164922663039884,7.995516971743645
130260305000031,AM,MANAUS,UNIDADE DE APOIO RURAL TABOCAL GUAJARA,-3.077225509885588,-59.52717790482493,-3.08776,-59.56918,4.812054235994558,6.2798933027026145,4.009851858090996
130260305000032,AM,MANAUS,USF RURAL CONS ADA RODRIGUES VIANA,-2.620093277559174,-60.03635113339115,-2.61708,-60.03781,0.3705941940685218,20.504185866493305,380.7448162663435
130260305000034,AM,MANAUS,USF RURAL NOSSA SENHORA AUXILIADORA,-2.915414134096386,-60.1919387835206,-2.90864,-60.10369,9.839762223100704,5.602199842026777,4.710270404456305
130260305000036,AM,MANAUS,UNIDADE DE APOIO RURAL TABOCAL BONSUCESSO,-3.129529893078997,-59.435392419326085,-3.1319,-59.4326,0.40623658556103576,0.9407464271782293,0.2857007707856374
130260305000037,AM,MANAUS,USF MJ PM SALVIO BELOTA,-2.969123688182763,-60.01120048099436,-2.98436,-60.01249,1.6908777505942731,1.115530682169245,0.30197166248041807
130260305000040,AM,MANAUS,USF N 48,-2.929876655437231,-60.05383155396353,-2.94782,-60.03202,3.1331756166722866,2.3317058982685164,2.839166675800366
130260305000041,AM,MANAUS,USF MJ PM SALVIO BELOTA,-2.976866230919097,-60.01093450626352,-2.98436,-60.01249,0.846491560709475,1.115530682169245,0.30197166248041807
130260305000045,AM,MANAUS,USF N 54,-2.981046245010877,-59.988238976268,-2.9811863,-59.9888747,0.07235026776580394,1.3520801911219538,0.32068005438839364
130260305000046,AM,MANAUS,USF N 55,-2.982978067132539,-59.98691175839665,-2.9831243,-59.9849569,0.21792168392682132,0.8423656105237265,0.15788539887144348
130260305000048,AM,MANAUS,USF MJ PM SALVIO BELOTA,-2.967482489883186,-60.01242793979445,-2.98436,-60.01249,1.86628172198966,1.115530682169245,0.30197166248041807
130260305000050,AM,MANAUS,USF N 55,-2.983536010109191,-59.985208097388394,-2.9831243,-59.9849569,0.05340816270575347,0.8423656105237265,0.15788539887144348
130260305000052,AM,MANAUS,USF N 55,-2.981636167358776,-59.98372330398822,-2.9831243,-59.9849569,0.21420757209409558,0.8423656105237265,0.15788539887144348
130260305000053,AM,MANAUS,USF MJ PM SALVIO BELOTA,-2.974522890282905,-60.0025007905453,-2.98436,-60.01249,1.5544887112612642,1.115530682169245,0.30197166248041807
130260305000054,AM,MANAUS,USF N 48,-2.961165911002215,-60.01876144040286,-2.94782,-60.03202,2.0857823700900306,2.3317058982685164,2.839166675800366
130260305000055,AM,MANAUS,USF RURAL NOSSA SENHORA DE FATIMA,-3.018199334369852,-60.166840003193684,-3.02024,-60.16527,0.2852711374676748,2.7182350236668147,2.850132550853141
130260305000056,AM,MANAUS,UNIDADE DE APOIO RURAL TABOCAL BONSUCESSO,-3.120292596185317,-59.43914309246506,-3.1319,-59.4326,1.475256268795423,0.9407464271782293,0.2857007707856374
130260305000059,AM,MANAUS,USF RURAL CONS ADA RODRIGUES VIANA,-2.142921280611034,-60.235510275522756,-2.61708,-60.03781,56.85499023248621,20.504185866493305,380.7448162663435
