MUN,LATITUDE,LONGITUDE
Carauari,-4.87906,-66.90008
Manaus,-3.08245,-60.06367
Manaus,-3.11363,-60.04388
Manaus,-3.04965,-60.03292
Iranduba,-3.285,-60.186
Novo Airao,-2.62586,-60.94354
Manaus,-3.02145,-59.92578
Sao Paulo de Olivenca,-3.378,-68.873
Manaus,-3.06474,-59.92794
Barreirinha,-2.79334,-57.07047
Manacapuru,-3.27324,-60.65763
Manacapuru,-3.27324,-60.65763
Borba,-4.38835,-59.59448
Careiro da Varzea,-3.22076,-59.86869
Maraa,-1.856,-65.581
Autazes,-3.58035,-59.13148
Autazes,-3.58035,-59.13148
Autazes,-3.58035,-59.13148
Manaus,-3.07936,-59.95813
Novo Aripuana,-5.121,-60.38
Maues,-3.384,-57.719
Tefe,-3.34697,-64.69591
Manicore,-5.80711,-61.29047
Manaus,-3.04304,-59.9963
Manaus,-3.1069,-60.00655
Beruri,-3.898,-61.373
Manaus,-3.03696,-59.95172
Manaus,-3.07121,-60.02305
Maues,-3.384,-57.719
Urucara,-2.53634,-57.76047
Manacapuru,-3.28506,-60.61557
Manaus,-3.11693,-60.04112
Manaus,-3.08865,-59.89404
Manaus,-2.99721,-60.03477
Manaus,-3.102,-60.025
Iranduba,-3.285,-60.186
Manaus,-2.98513,-60.01443
Santa Isabel do Rio Negro,-0.41117,-65.00973
Manaus,-3.00333,-60.05485
Guajara,-7.53834,-72.59127
Manaus,-3.0681,-59.88148
Manaus,-3.14784,-59.97681
Maraa,-1.82444,-65.35862
Manaus,-3.11263,-59.93931
Manaus,-3.09776,-59.9965
Manaus,-3.03838,-59.98796
Manaus,-3.09883,-60.05985
Careiro,-3.82341,-60.35843
Presidente Figueiredo,-1.93541,-59.42052
Manaus,-3.13469,-60.02333
Parintins,-2.67579,-56.62621
Manaus,-3.01106,-59.92538
Manaus,-3.10161,-60.01297
Manaus,-3.04263,-59.92892
Manaus,-3.07331,-60.04329
Manaus,-3.11617,-60.03514
Manaus,-3.11362,-60.00069
Manaus,-3.08379,-59.96988
Manaus,-3.04318,-59.92539
Manaus,-3.07517,-59.96418
Fonte Boa,-2.514,-66.092
Manaus,-3.09187,-59.95116
Sao Gabriel da Cachoeira,0.11861,-67.08472
Manaus,-3.06376,-59.86618
Pauini,-7.71435,-66.97652
Rio Preto da Eva,-2.69871,-59.70067
Codajas,-3.83735,-62.05749
Manicore,-5.80935,-61.30049
Novo Aripuana,-5.13507,-60.3757
Manaus,-3.08587,-60.05208
Manaus,-3.102,-60.025
Santo Antonio do Ica,-3.102,-67.94
Humaita,-7.51696,-63.02985
Manaus,-3.01731,-60.01412
Maraa,-1.82444,-65.35862
Iranduba,-3.28105,-60.19338
Manaus,-3.05308,-59.96236
Maraa,-1.856,-65.581
Barcelos,-0.97533,-62.9245
Manaus,-3.07517,-59.96418
Manacapuru,-3.29104,-60.64538
Manaus,-3.09519,-59.97908
Manaus,-3.05419,-59.94986
Barreirinha,-2.79334,-57.07047
Manaus,-3.102,-60.025
Manaus,-3.05308,-59.96236
Santo Antonio do Ica,-3.10686,-67.94674
Manaus,-3.102,-60.025
Tonantins,-2.87334,-67.80251
Itacoatiara,-3.11253,-58.42494
Tabatinga,-4.04998,-69.76443
Coari,-4.87986,-64.71624
Manaus,-3.06088,-59.95262
Manaus,-3.14784,-59.97681
Maues,-3.38491,-57.71901
Manaus,-3.06134,-60.01727
Sao Paulo de Olivenca,-3.46856,-68.9629
Manaus,-3.09776,-59.9965
Sao Sebastiao do Uatuma,-1.97221,-58.92062
Manaus,-2.99142,-60.02305
Itapiranga,-2.44093,-58.64583
Maues,-3.38491,-57.71901
Manaus,-3.06134,-60.01727
Sao Paulo de Olivenca,-3.46856,-68.9629
Careiro da Varzea,-3.29901,-59.56423
Manaus,-3.06006,-59.9329
Manaus,-3.10431,-59.98837
Manaus,-3.11967,-60.03026
Manaus,-3.07684,-60.06892
Manaus,-3.09531,-60.00425
Careiro da Varzea,-3.19609,-59.82645
Manaus,-3.12847,-59.99178
Manaus,-3.1053,-59.99698
Manaus,-2.99152,-60.01801
Manaus,-3.05754,-60.01627
Manaus,-3.07253,-59.95807
Manaus,-3.12167,-60.01888
Manaus,-3.05929,-60.03487
Manaus,-3.04303,-59.9343
Mazagao,-0.201,-51.36787
Macapa,0.02286,-51.07973
Macapa,-0.05308,-51.1141
Laranjal do Jari,-0.81472,-52.49482
Macapa,0.02243,-51.05556
Itaubal,0.54193,-50.72824
Macapa,0.04546,-51.04954
Vitoria do Jari,-0.93309,-52.43308
Amapa,1.99105,-50.96199
Tartarugalzinho,1.506,-50.912
Vitoria do Jari,-0.91897,-52.41961
Macapa,0.03191,-51.08228
Vitoria do Jari,-1.12705,-52.22265
Tartarugalzinho,1.12907,-50.4717
Pracuuba,1.72387,-50.87537
Laranjal do Jari,-0.79579,-52.48821
Ferreira Gomes,0.89337,-51.03649
Tartarugalzinho,1.50275,-50.91032
Porto Grande,0.68965,-51.43634
Macapa,0.04546,-51.04954
Macapa,-0.00964,-51.08878
Macapa,0.00133,-51.08747
Pracuuba,1.73173,-50.87888
Macapa,0.02315,-51.17311
Macapa,0.08947,-51.0885
Laranjal do Jari,-0.83544,-52.51511
Laranjal do Jari,-0.83544,-52.51511
Santana,-0.04777,-51.18757
Macapa,0.07552,-51.05634
Macapa,0.72093,-50.70926
Vitoria do Jari,-0.9164,-52.13519
Ferreira Gomes,0.85397,-51.18742
Porto Grande,0.63423,-51.43567
Amapa,2.05392,-50.79321
Ferreira Gomes,0.88923,-51.25559
Mazagao,-0.22364,-51.43331
Porto Grande,0.6201,-51.70202
Tartarugalzinho,0.99047,-51.28132
Amapa,2.04675,-50.7937
Calcoene,2.30616,-51.63456
Laranjal do Jari,-0.85566,-52.53902
Macapa,0.00133,-51.08747
Tartarugalzinho,1.38412,-50.99194
Laranjal do Jari,-0.85566,-52.53902
Macapa,0.80719,-50.75486
Ferreira Gomes,0.88868,-51.15593
Calcoene,2.49655,-50.94477
Porto Grande,0.70242,-51.40743
Santana,-0.0344,-51.1782
Tartarugalzinho,1.12907,-50.4717
Serra do Navio,0.93889,-52.00047
Macapa,0.01179,-51.08691
Serra do Navio,0.97494,-52.0226
Porto Grande,0.71255,-51.41444
Mazagao,-0.12439,-51.28607
Porto Grande,0.71255,-51.41444
Mazagao,-0.12464,-51.28248
Macapa,0.01301,-51.0723
Serra do Navio,0.88206,-52.01756
Mazagao,-0.14889,-51.48588
Pedra Branca do Amapari,0.77688,-51.94659
Vitoria do Jari,-0.91897,-52.41961
Mazagao,-0.25078,-51.36465
Pedra Branca do Amapari,0.77688,-51.94659
Pedra Branca do Amapari,0.77688,-51.94659
Porto Grande,0.66504,-51.85952
Santana,-0.01964,-51.1697
Macapa,0.0923,-51.06501
Macapa,0.13445,-51.05237
Porto Grande,0.52915,-51.34142
Macapa,0.0717,-51.08119
Macapa,0.00687,-51.06919
Tartarugalzinho,1.22387,-50.89367
Macapa,0.18203,-51.27169
Serra do Navio,0.9048,-52.0117
Macapa,0.17617,-51.24686
Macapa,0.05189,-51.05391
Santana,-0.01272,-51.17459
Macapa,0.97012,-49.99474
Santana,-0.04904,-51.14468
Macapa,0.08947,-51.0885
Macapa,0.02315,-51.17311
Pedra Branca do Amapari,0.77688,-51.94659
Macapa,0.03191,-51.08228
Itaubal,0.71523,-50.84895
Macapa,0.01179,-51.08691
Macapa,0.02286,-51.07973
Macapa,0.76389,-50.16816
Macapa,0.0923,-51.06501
Macapa,-0.05308,-51.1141
Macapa,0.0717,-51.08119
Macapa,0.07552,-51.05634
Macapa,0.03775,-51.12897
Macapa,0.03191,-51.08228
Macapa,0.05167,-51.04222
Oiapoque,3.85113,-51.83055
Macapa,0.18741,-50.85693
Oiapoque,3.84697,-51.82798
Oiapoque,3.85113,-51.83055
Itaubal,0.57979,-50.79882
Macapa,1.00706,-50.11314
Macapa,0.84882,-50.6621
Serra do Navio,0.89784,-52.00353
Macapa,0.09001,-51.05149
Santana,-0.0354,-51.17836
Santana,-0.06729,-51.17362
Macapa,0.35919,-51.12459
Calcoene,2.69466,-51.36183
Santana,0.10328,-51.54853
Santana,0.03599,-51.26192
Tartarugalzinho,1.1408,-50.83577
Mazagao,-0.18053,-51.73682
Santana,-0.03837,-51.17284
Macapa,0.03588,-51.07198
Oiapoque,3.85113,-51.83055
Serra do Navio,0.93442,-51.94423
Laranjal do Jari,-0.85566,-52.53902
Santana,-0.05664,-51.17927
Santana,-0.06829,-51.25843
Macapa,0.26971,-50.91482
Santana,-0.07668,-51.22506
Macapa,0.87306,-50.04628
Itaubal,0.30399,-50.70284
Pracuuba,1.66156,-50.91817
Itaubal,0.509,-50.74728
Tartarugalzinho,1.24984,-51.12477
Tartarugalzinho,1.506,-50.912
Oiapoque,3.83148,-51.83544
Laranjal do Jari,-0.842,-52.516
Mazagao,-0.1162,-51.28596
Mazagao,-0.1162,-51.28596
Pedra Branca do Amapari,0.778,-51.944
Ferreira Gomes,0.858,-51.18
Serra do Navio,0.896,-52.002
Mazagao,-0.1162,-51.28596
Vitoria do Jari,-0.938,-52.424
Amapa,2.053,-50.793
Santana,-0.03972,-51.17252
Porto Grande,0.70438,-51.40955
Macapa,0.03381,-51.06499
Pacaja,-3.65862,-50.95843
Xinguara,-7.09028,-49.68451
Colares,-0.9309,-48.19669
Melgaco,-1.80344,-50.71746
Agua Azul do Norte,-6.70419,-49.91917
Capanema,-1.19588,-47.1705
Santarem,-2.59727,-54.49291
Marituba,-1.36039,-48.33836
Barcarena,-1.55972,-48.50624
Itaituba,-4.31114,-55.95851
Ananindeua,-1.36871,-48.37206
Vigia,-0.84685,-48.14105
Rio Maria,-7.31111,-50.04641
Santarem,-2.41866,-54.71556
Agua Azul do Norte,-6.91037,-50.00719
Santarem,-2.57372,-54.63764
Afua,-0.06231,-50.64997
Salinopolis,-0.62363,-47.35312
Ruropolis,-4.09906,-54.90586
Mae do Rio,-2.05097,-47.55599
Rondon do Para,-4.77893,-48.06578
Portel,-1.93645,-50.82249
Ananindeua,-1.36871,-48.37206
Santa Izabel do Para,-1.29902,-48.16097
Abaetetuba,-1.7316,-48.88712
Salvaterra,-0.76112,-48.51631
Sao Miguel do Guama,-1.61251,-47.47619
Limoeiro do Ajuru,-1.77386,-49.48983
Maraba,-5.37566,-49.13105
Rio Maria,-7.26681,-49.62256
Anajas,-0.98803,-49.93989
Castanhal,-1.0936,-47.84586
Ananindeua,-1.35041,-48.37527
Conceicao do Araguaia,-8.28097,-49.27833
Aurora do Para,-2.12937,-47.55617
Paragominas,-2.97672,-47.34167
Garrafao do Norte,-2.2075,-47.02279
Santarem,-2.34638,-55.46799
Santa Luzia do Para,-1.49786,-46.92409
Belem,-1.401,-48.43481
Ponta de Pedras,-1.3912,-48.86966
Breu Branco,-4.00905,-49.46464
Curua,-1.888,-55.117
Obidos,-1.91544,-55.51464
Abaetetuba,-1.72424,-48.88988
Juruti,-2.15525,-56.09499
Primavera,-0.9441,-47.12424
Uruara,-3.70652,-53.73703
Ananindeua,-1.35105,-48.41193
Novo Progresso,-7.72683,-55.20593
Novo Repartimento,-5.0418,-50.60407
Garrafao do Norte,-2.05811,-47.08467
Floresta do Araguaia,-7.5587,-49.69757
Sao Felix do Xingu,-6.64248,-51.99378
Altamira,-3.19476,-52.20464
Xinguara,-7.09694,-49.95419
Santa Luzia do Para,-1.35728,-47.0509
Santa Maria do Para,-1.34841,-47.57045
Castanhal,-1.43236,-47.67834
Pacaja,-3.84481,-50.67285
Ananindeua,-1.36871,-48.37206
Augusto Correa,-1.06557,-46.60018
Santa Luzia do Para,-1.63268,-46.80218
Belem,-1.37521,-48.45557
Garrafao do Norte,-2.43698,-47.1431
Rio Maria,-7.31111,-50.04641
Irituia,-1.77147,-47.44075
Nova Esperanca do Piria,-2.27768,-46.965
Viseu,-1.20017,-46.14
Santa Maria do Para,-1.31258,-47.42632
Primavera,-0.9441,-47.12424
Sao Geraldo do Araguaia,-6.34758,-48.64701
Novo Progresso,-6.50085,-55.54322
Altamira,-3.20405,-52.20615
Marapanim,-0.71393,-47.6972
Limoeiro do Ajuru,-1.99647,-49.38194
Oriximina,-1.75998,-55.86167
Prainha,-1.80569,-53.48181
Limoeiro do Ajuru,-1.771,-49.54991
Rondon do Para,-4.7826,-48.08196
Marituba,-1.34641,-48.34053
Porto de Moz,-1.73783,-52.24959
Afua,-0.1617,-50.37918
Soure,-0.72592,-48.51601
Abaetetuba,-1.72346,-48.8844
Castanhal,-1.30614,-47.89749
Garrafao do Norte,-1.92423,-47.05259
Marituba,-1.37282,-48.3206
Belterra,-2.69786,-54.8901
Anapu,-3.38801,-51.2993
Cameta,-2.25075,-49.49965
Capanema,-1.19244,-47.17512
Barcarena,-1.50576,-48.62707
Maraba,-5.33831,-49.10388
Capanema,-1.18386,-47.19059
Braganca,-1.06883,-46.7045
Acara,-1.5223,-48.31819
Marituba,-1.35754,-48.35166
Marapanim,-0.62684,-47.63148
Maraba,-5.35048,-49.0786
Marapanim,-0.88653,-47.8011
Portel,-1.93795,-50.82077
Xinguara,-7.094,-49.93837
Paragominas,-2.5317,-46.95936
Itaituba,-4.25748,-55.99646
Ponta de Pedras,-1.36608,-48.80227
Tucuma,-6.75983,-51.16562
Ananindeua,-1.38302,-48.37446
Uruara,-3.70652,-53.73703
Monte Alegre,-1.73196,-54.00494
Santarem,-2.66511,-55.60476
Augusto Correa,-1.09381,-46.47339
Rondon do Para,-4.78752,-48.07095
Limoeiro do Ajuru,-1.89433,-49.38338
Nova Timboteua,-1.208,-47.38849
Limoeiro do Ajuru,-1.77181,-49.55163
Marapanim,-0.94494,-47.73514
Dom Eliseu,-4.28986,-47.5479
Belem,-1.4733,-48.49195
Mae do Rio,-1.98367,-47.43716
Belem,-1.08612,-48.37067
Curuca,-0.73249,-47.85126
Rio Maria,-7.31111,-50.04641
Tucuma,-6.74997,-51.13953
Barcarena,-1.56356,-48.76172
Marituba,-1.37282,-48.32061
Itaituba,-4.30978,-55.94856
Juruti,-2.15137,-56.07804
Acara,-1.56721,-48.3501
Anapu,-3.47127,-51.19314
Maraba,-5.30124,-49.08004
Redencao,-8.05358,-50.03224
Sao Sebastiao da Boa Vista,-1.71559,-49.53035
Portel,-1.93712,-50.81929
Braganca,-0.98868,-46.80248
Santa Maria das Barreiras,-8.87055,-49.71935
Cumaru do Norte,-7.82256,-50.81005
Ulianopolis,-3.8649,-47.60616
Inhangapi,-1.46876,-48.0192
Altamira,-3.18576,-52.19048
Breves,-1.69242,-50.47518
Salinopolis,-0.76357,-47.36422
Breu Branco,-4.01756,-49.45447
Santarem,-2.54526,-54.72456
Limoeiro do Ajuru,-1.72342,-49.3089
Curralinho,-1.80942,-49.79152
Soure,-0.72826,-48.51236
Oriximina,-1.7657,-55.86001
Belem,-1.37222,-48.43331
Altamira,-3.20565,-52.21437
Floresta do Araguaia,-7.56895,-49.70444
Santa Izabel do Para,-1.2932,-48.16183
Primavera,-0.99168,-47.21093
Sao Domingos do Capim,-1.75238,-47.69261
Santana do Araguaia,-9.32942,-50.3448
Jacunda,-4.45316,-49.10169
Capitao Poco,-1.76563,-47.1781
Castanhal,-1.05642,-47.88013
Maracana,-1.00157,-47.5444
Parauapebas,-6.08867,-49.86655
Marapanim,-0.88048,-47.64935
Paragominas,-2.97697,-47.36319
Xinguara,-7.10114,-49.95005
Chaves,-0.00274,-50.01869
Belem,-1.3565,-48.44266
Santana do Araguaia,-9.32942,-50.3448
Ananindeua,-1.36871,-48.37206
Goianesia do Para,-3.84349,-49.09201
Goianesia do Para,-3.55623,-49.0249
Tucurui,-3.76546,-49.67725
Abel Figueiredo,-4.94912,-48.39803
Novo Progresso,-7.03483,-55.41987
Augusto Correa,-1.02333,-46.64912
Belem,-1.34931,-48.46755
Capanema,-1.09067,-46.98082
Redencao,-8.0276,-50.02964
Acara,-2.09974,-48.48715
Muana,-1.53002,-49.21683
Santa Maria das Barreiras,-8.83621,-49.72811
Itupiranga,-5.15417,-49.38592
Redencao,-8.03779,-50.03289
Canaa dos Carajas,-6.40436,-49.84984
Barcarena,-1.50576,-48.62707
Castanhal,-1.29151,-47.89105
Goianesia do Para,-3.8488,-49.10308
Santa Maria das Barreiras,-8.87055,-49.71935
Tracuateua,-1.08175,-46.90511
Altamira,-3.18763,-52.20945
Ananindeua,-1.34477,-48.36686
Parauapebas,-6.0472,-49.88406
Muana,-1.53728,-49.494
Ipixuna do Para,-2.40859,-47.67195
Belem,-1.45984,-48.48782
Vigia,-0.84685,-48.13887
Capanema,-1.2069,-47.09214
Paragominas,-2.99419,-47.35696
Sao Felix do Xingu,-6.51311,-51.93717
Conceicao do Araguaia,-8.26486,-49.2645
Acara,-1.96183,-48.19744
Itupiranga,-5.12883,-49.32442
Sao Geraldo do Araguaia,-6.39878,-48.55219
Xinguara,-7.10151,-49.9427
Palestina do Para,-6.12239,-48.32842
Aveiro,-3.64201,-55.37645
Santarem,-2.58462,-55.45175
Novo Progresso,-7.03483,-55.41987
Itupiranga,-5.11015,-49.98427
Chaves,-0.22384,-49.73021
Igarape-Acu,-1.12432,-47.62237
Sao Joao da Ponta,-0.8038,-47.96959
Castanhal,-1.27563,-47.93353
Benevides,-1.36154,-48.24442
Igarape-Miri,-1.97942,-48.95743
Obidos,-1.90143,-55.52108
Conceicao do Araguaia,-8.28097,-49.27833
Monte Alegre,-1.61555,-53.96239
Salinopolis,-0.71349,-47.30028
Ananindeua,-1.36871,-48.37206
Santana do Araguaia,-9.09393,-50.55031
Marituba,-1.38559,-48.32857
Muana,-1.53002,-49.21683
Nova Timboteua,-1.29321,-47.36738
Ananindeua,-1.33493,-48.39171
Primavera,-0.94386,-47.11482
Magalhaes Barata,-0.7951,-47.60204
Oeiras do Para,-2.00239,-49.84562
Almeirim,-1.52733,-52.57683
Tailandia,-2.66552,-48.83334
Tracuateua,-1.08017,-46.9013
Quatipuru,-0.89306,-47.00328
Vigia,-0.89141,-48.12934
Maraba,-5.33472,-49.08966
Bom Jesus do Tocantins,-5.04736,-48.59903
Maraba,-5.32901,-49.09702
Castanhal,-1.29575,-47.92664
Benevides,-1.36143,-48.24183
Sao Geraldo do Araguaia,-6.39878,-48.55219
Castanhal,-1.29986,-47.89562
Tucurui,-3.76221,-49.68478
Ruropolis,-4.19316,-55.48801
Viseu,-1.15243,-46.35389
Castanhal,-1.3006,-47.91006
Igarape-Acu,-1.12546,-47.62639
Capitao Poco,-1.74603,-47.06367
Capanema,-1.19244,-47.17512
Tucurui,-3.77486,-49.66541
Mocajuba,-2.58287,-49.50902
Ipixuna do Para,-2.94817,-47.81537
Santarem,-2.60471,-54.43935
Santarem,-2.45216,-54.7567
Obidos,-1.90204,-55.51956
Oeiras do Para,-1.99642,-49.86493
Conceicao do Araguaia,-8.25441,-49.26936
Mae do Rio,-1.9152,-47.52003
Curuca,-0.6659,-47.77188
Placas,-3.864,-54.21651
Conceicao do Araguaia,-7.98998,-49.67167
Belem,-1.45984,-48.48782
Terra Santa,-2.10318,-56.4933
Cameta,-2.23995,-49.49497
Santo Antonio do Taua,-1.10968,-48.22418
Augusto Correa,-1.09381,-46.47339
Ipixuna do Para,-2.52237,-47.73289
Breves,-1.69073,-50.48089
Braganca,-0.84193,-46.62437
Bujaru,-1.73294,-48.06883
Bom Jesus do Tocantins,-5.26485,-48.76929
Tucurui,-3.7528,-49.67453
Aurora do Para,-2.13389,-47.55693
Paragominas,-3.00032,-47.35123
Parauapebas,-6.08938,-49.88586
Sao Joao de Pirabas,-0.78057,-47.18144
Acara,-1.96167,-48.2006
Ponta de Pedras,-1.3986,-48.86043
Maraba,-5.35557,-49.11952
Barcarena,-1.56636,-48.76584
Santa Barbara do Para,-1.22929,-48.29701
Santana do Araguaia,-9.32942,-50.3448
Ulianopolis,-3.73537,-47.48739
Bom Jesus do Tocantins,-5.28977,-48.88235
Goianesia do Para,-3.55623,-49.0249
Braganca,-1.04516,-46.78175
Curuca,-0.73249,-47.85126
Sao Felix do Xingu,-6.30754,-52.03299
Parauapebas,-5.99565,-49.89073
Sao Miguel do Guama,-1.52903,-47.80679
Ananindeua,-1.33388,-48.3764
Agua Azul do Norte,-6.81181,-50.48028
Agua Azul do Norte,-6.67381,-50.10233
Ulianopolis,-3.72688,-47.42819
Ulianopolis,-3.7697,-47.50162
Igarape-Acu,-1.12432,-47.62237
Monte Alegre,-2.00429,-54.0776
Curuca,-0.73249,-47.85126
Nova Ipixuna,-4.92308,-49.07988
Sao Domingos do Araguaia,-5.55333,-48.72951
Sao Joao do Araguaia,-5.45399,-48.90619
Terra Alta,-0.98222,-47.78619
Mae do Rio,-2.0477,-47.55229
Vigia,-0.99987,-48.10702
Santarem,-2.26659,-55.11344
Santo Antonio do Taua,-1.13151,-48.13333
Vigia,-0.86312,-48.14294
Itaituba,-4.27862,-55.97637
Barcarena,-1.52031,-48.72129
Colares,-0.9947,-48.27343
Vigia,-0.95405,-48.14698
Abaetetuba,-1.6216,-48.8091
Irituia,-1.76945,-47.44115
Placas,-3.88395,-54.37938
Capanema,-1.20423,-47.174
Castanhal,-1.29575,-47.92664
Conceicao do Araguaia,-8.25443,-49.26723
Augusto Correa,-1.13652,-46.58561
Castanhal,-1.29151,-47.89105
Itaituba,-4.31114,-55.95851
Castanhal,-1.29959,-47.9878
Novo Repartimento,-4.15008,-50.23238
Breves,-1.69073,-50.48089
Ponta de Pedras,-1.3986,-48.86043
Ananindeua,-1.36116,-48.41129
Abaetetuba,-1.72346,-48.8844
Braganca,-0.98708,-46.75086
Tracuateua,-1.17567,-46.99955
Palestina do Para,-5.70513,-48.17803
Braganca,-1.05891,-46.76852
Capanema,-1.19244,-47.17512
Viseu,-1.20274,-46.14335
Quatipuru,-0.81758,-47.0229
Castanhal,-1.33441,-47.8832
Anajas,-0.98568,-49.93501
Mae do Rio,-1.98059,-47.52209
Marituba,-1.34641,-48.34053
Castanhal,-1.29986,-47.89562
Augusto Correa,-1.02167,-46.63985
Santarem,-2.38471,-55.23402
Santana do Araguaia,-9.32942,-50.3448
Sao Geraldo do Araguaia,-6.39741,-48.56871
Itupiranga,-5.13505,-49.32706
Castanhal,-1.29529,-47.92172
Capanema,-1.21643,-47.18078
Ananindeua,-1.33671,-48.4049
Floresta do Araguaia,-7.55786,-49.71725
Santarem,-2.47441,-54.71841
Parauapebas,-6.06326,-49.90887
Belterra,-2.6892,-54.99845
Ourem,-1.48205,-47.17988
Capanema,-1.19244,-47.17512
Curuca,-0.73249,-47.85126
Curuca,-0.78066,-47.8349
Barcarena,-1.51546,-48.6249
Inhangapi,-1.46876,-48.0192
Ananindeua,-1.36838,-48.42189
Castanhal,-1.30911,-47.92412
Cachoeira do Arari,-1.00441,-48.95735
Mocajuba,-2.59437,-49.50999
Nova Timboteua,-1.06878,-47.37366
Pacaja,-3.86307,-50.44745
Santana do Araguaia,-9.23012,-50.21193
Monte Alegre,-1.6053,-54.0912
Castanhal,-1.28861,-47.94914
Mae do Rio,-2.04452,-47.5651
Sao Joao da Ponta,-0.85373,-47.92341
Novo Repartimento,-4.15008,-50.23238
Mae do Rio,-2.06,-47.55299
Oriximina,-1.75851,-55.86545
Portel,-1.94718,-50.80972
Capanema,-1.20293,-47.18954
Paragominas,-2.99419,-47.35696
Pau D'Arco,-7.83679,-50.04827
Itupiranga,-5.03775,-49.85473
Faro,-2.11061,-56.6637
Agua Azul do Norte,-6.70688,-50.13261
Baiao,-2.74916,-49.71937
Belem,-1.456,-48.504
Sao Joao da Ponta,-0.80732,-48.00833
Limoeiro do Ajuru,-1.77798,-49.49463
Parauapebas,-6.05156,-49.88848
Maracana,-0.76181,-47.446
Monte Alegre,-1.94548,-54.21568
Goianesia do Para,-4.13591,-49.41623
Baiao,-2.80382,-49.6717
Breves,-1.69073,-50.48089
Cachoeira do Piria,-1.76032,-46.54611
Novo Repartimento,-4.69962,-49.67951
Maraba,-5.33916,-49.09206
Itaituba,-4.26372,-55.99004
Novo Progresso,-7.14892,-55.38105
Santarem,-2.66579,-54.54932
Senador Jose Porfirio,-2.59485,-51.95305
Garrafao do Norte,-1.93624,-47.05043
Ananindeua,-1.36871,-48.37206
Castanhal,-1.29278,-47.9144
Xinguara,-7.10095,-49.93899
Cachoeira do Arari,-1.00878,-48.96066
Ourem,-1.58427,-47.25638
Concordia do Para,-1.79233,-47.9957
Nova Timboteua,-1.20394,-47.39761
Santa Maria do Para,-1.34335,-47.58219
Afua,-0.13595,-51.01364
Xinguara,-7.10151,-49.9427
Curuca,-0.7033,-47.85063
Tucurui,-3.76157,-49.68176
Igarape-Acu,-1.0412,-47.49557
Tucurui,-3.75963,-49.67112
Aveiro,-3.94551,-55.58147
Bom Jesus do Tocantins,-5.04736,-48.59903
Abaetetuba,-1.72762,-48.86772
Chaves,-0.16458,-49.98103
Altamira,-3.1965,-52.21634
Acara,-1.64129,-48.33259
Xinguara,-7.10984,-49.95341
Belem,-1.40978,-48.39687
Santarem,-2.41843,-54.71049
Irituia,-1.77147,-47.44075
Nova Esperanca do Piria,-2.28392,-46.97569
Maracana,-0.76241,-47.45526
Maraba,-5.3946,-49.13388
Sao Sebastiao da Boa Vista,-1.71241,-49.52977
Paragominas,-3.00742,-47.34783
Sao Miguel do Guama,-1.61268,-47.4893
Sao Miguel do Guama,-1.61713,-47.4824
Portel,-1.93645,-50.82249
Ulianopolis,-4.06112,-47.42312
Belem,-1.41938,-48.44959
Breves,-1.06108,-50.55742
Augusto Correa,-1.25068,-46.51287
Altamira,-3.20565,-52.21437
Santarem,-2.44295,-54.70799
Santa Maria do Para,-1.34786,-47.57469
Parauapebas,-5.94642,-49.84012
Santarem,-2.455,-54.71946
Mocajuba,-2.58585,-49.50411
Sao Sebastiao da Boa Vista,-1.718,-49.541
Santa Izabel do Para,-1.2991,-48.16929
Benevides,-1.31471,-48.29357
Santa Izabel do Para,-1.32948,-48.21011
Santa Izabel do Para,-1.30142,-48.05728
Portel,-1.93585,-50.82386
Cameta,-2.53618,-49.43882
Santarem,-3.06303,-55.22243
Tome-Acu,-2.40939,-48.15714
Primavera,-0.94201,-47.11787
Santarem,-2.46128,-54.71135
Anapu,-3.4761,-51.20162
Capanema,-1.19244,-47.17512
Benevides,-1.30536,-48.30935
Tucurui,-3.76688,-49.66718
Santarem,-2.44207,-54.70996
Santo Antonio do Taua,-1.08366,-48.22549
Ulianopolis,-3.74469,-47.47147
Novo Repartimento,-4.24814,-49.94863
Ananindeua,-1.38827,-48.42749
Dom Eliseu,-4.28794,-47.55437
Tracuateua,-1.17567,-46.99955
Ipixuna do Para,-2.55778,-47.49392
Prainha,-1.80569,-53.48181
Ourilandia do Norte,-6.755,-51.084
Ananindeua,-1.35258,-48.36784
Belem,-1.22436,-48.53746
Belem,-1.456,-48.504
Santa Izabel do Para,-1.29739,-48.16305
Itaituba,-4.30875,-55.96263
Benevides,-1.36125,-48.26545
Capitao Poco,-2.26206,-47.33335
Santarem,-2.34713,-55.02696
Ipixuna do Para,-2.55752,-47.49971
Santo Antonio do Taua,-1.15282,-48.13082
Ourem,-1.54894,-47.11761
Vigia,-0.852,-48.1326
Sao Miguel do Guama,-1.52246,-47.59783
Braganca,-1.32687,-46.72064
Magalhaes Barata,-0.79585,-47.59918
Augusto Correa,-1.02197,-46.63522
Almeirim,-1.53069,-52.57284
Garrafao do Norte,-1.93968,-47.05128
Ananindeua,-1.33601,-48.40275
Sao Caetano de Odivelas,-0.71574,-47.98504
Senador Jose Porfirio,-2.87597,-51.89349
Sao Joao de Pirabas,-0.76877,-47.17344
Santarem Novo,-0.88921,-47.33197
Limoeiro do Ajuru,-1.89777,-49.38171
Breves,-1.66968,-50.48217
Dom Eliseu,-4.3053,-47.55125
Limoeiro do Ajuru,-1.74175,-49.27938
